wkt_geom	ADE	GF	BSG	RS	AGS	SDV_RS	GEN	BEZ	IBZ	BEM	NBD	SN_L	SN_R	SN_K	SN_V1	SN_V2	SN_G	FK_S3	NUTS	RS_0	AGS_0	WSK	DEBKG_ID
POLYGON((3619944.3908805726096034 5394945.97404254600405693,3620137.72437134757637978 5394830.72030807379633188,3620192.56748325284570456 5394839.79892260115593672,3620376.9007528736256063 5394724.36831197235733271,3620417.68500633724033833 5394685.15279096644371748,3620492.1554270526394248 5394611.58444315195083618,3620720.25297733442857862 5394509.01607576757669449,3620897.46825738763436675 5394450.46691246517002583,3620976.99747246550396085 5394425.01578408665955067,3621070.60507521871477365 5394395.8390729371458292,3621137.29108152957633138 5394362.13300711661577225,3621194.06319885095581412 5394319.69250341691076756,3621279.42741901846602559 5394255.87768187001347542,3621338.19174671173095703 5394218.01470041461288929,3621400.6424672813154757 5394196.23005485069006681,3621500.03435661317780614 5394178.17059613671153784,3621567.30868245800957084 5394165.48385028541088104,3621665.4850119729526341 5394158.40464454237371683,3621812.40661179181188345 5394165.28568161185830832,3621874.48500868212431669 5394162.500778678804636,3621941.15126691805198789 5394129.79427415411919355,3622025.30736825568601489 5394072.42091278173029423,3621988.26679929019883275 5393971.65681693702936172,3621933.04923794744536281 5393828.52059901226311922,3622043.16588923428207636 5393773.65676342230290174,3622076.49891420360654593 5393757.30347182787954807,3622055.00837361952289939 5393730.87246141023933887,3621943.71253353916108608 5393590.63914183806627989,3622137.08259056927636266 5393473.38236162066459656,3622218.31483893748372793 5393309.91154786851257086,3622068.0004005809314549 5393220.93390450067818165,3622135.82113295421004295 5393078.2085107434540987,3622138.97783893393352628 5393070.2673502042889595,3622311.80237987218424678 5393184.69523555226624012,3622520.8334957561455667 5392829.6551359985023737,3622733.90713359788060188 5392676.77000061515718699,3622819.14007156295701861 5392615.41565543320029974,3622763.49333252105861902 5392596.31913910806179047,3622712.82666195975616574 5392578.32034430280327797,3622517.21994966361671686 5392554.4812971530482173,3622577.66770398104563355 5392430.61868405900895596,3622816.8795668501406908 5392373.28083143197000027,3623381.65215551527217031 5392242.28643778432160616,3623401.12036431673914194 5392167.63956292252987623,3623419.45295279193669558 5392150.99213298875838518,3623536.56576394755393267 5392045.24460774939507246,3623579.95820625498890877 5392077.10567092150449753,3623626.7617570124566555 5392088.02566638123244047,3623691.68253235798329115 5392093.29807464219629765,3623841.46352805383503437 5392056.21517252828925848,3623915.53917824383825064 5392002.64461881015449762,3624046.24545151507481933 5392071.22777010407298803,3624213.41245474386960268 5391861.42001250013709068,3624286.33135406626388431 5391815.82959896698594093,3624398.11266806675121188 5391778.00232233479619026,3624481.79649311397224665 5391744.62695475295186043,3624564.11039048573002219 5391781.25089184287935495,3624571.66207052115350962 5391855.42637493275105953,3624640.6845853952690959 5391957.81498874071985483,3624629.27752587199211121 5392080.63799034431576729,3624707.82270345883443952 5392003.14536247123032808,3624747.56395357567816973 5391914.88961232732981443,3624794.16806860687211156 5391833.77080318797379732,3624569.1279813782311976 5391729.32963991910219193,3624698.20253920275717974 5391676.83490878529846668,3624826.35734812775626779 5391671.33962173759937286,3624921.88645633962005377 5391697.21782645303755999,3625015.12214390840381384 5391738.05673809442669153,3625091.81022857269272208 5391806.58237227331846952,3625236.2824254403822124 5391887.43839215952903032,3625282.25590839050710201 5391736.28067659959197044,3625160.91184764401987195 5391444.79839864280074835,3625232.66725617973133922 5391254.13062732014805079,3625326.05487936921417713 5391184.93114232458174229,3625414.05355245666578412 5391186.65259689278900623,3625481.19180855760350823 5391231.9823373956605792,3625562.72348781814798713 5391308.60520959366112947,3625604.17752564791589975 5391388.44564352929592133,3625614.30173971178010106 5391535.69877656549215317,3625701.92433338519185781 5391454.38164777215570211,3625723.88020098209381104 5391354.7736531188711524,3625702.42581474641337991 5391275.32444923464208841,3625719.61126493476331234 5391225.7475594412535429,3625825.06235076347365975 5391091.65374334063380957,3625708.84887174936011434 5391100.38478347659111023,3625717.92456217529252172 5391045.54181950073689222,3625906.40827535837888718 5390973.20004384778439999,3625962.92283846996724606 5390787.44430598244071007,3625827.44332798337563872 5390729.53578559961169958,3625770.72947436664253473 5390706.16833702102303505,3625746.1367091778665781 5390664.42208950594067574,3625746.72742488980293274 5390634.22018055431544781,3625269.20539623312652111 5390829.38466406520456076,3625323.50225360319018364 5390185.16598034184426069,3625322.75979609088972211 5390121.61617421079427004,3624940.16396184265613556 5389786.52973953168839216,3624919.18647880712524056 5389742.43911950290203094,3624967.71911368379369378 5389661.36607054527848959,3624859.61785929277539253 5389569.3959599519148469,3624752.04025952517986298 5389692.15970720164477825,3624707.12081940192729235 5389418.63106390368193388,3624578.70124356960877776 5389450.68327508214861155,3624517.97693211492151022 5389435.49032192584127188,3624527.65912886755540967 5389349.6489768922328949,3624551.44094662647694349 5389310.09992066863924265,3624583.0855659693479538 5389277.70717838406562805,3624631.69052484724670649 5389247.64691909402608871,3624718.70508975256234407 5389197.33048418257385492,3624760.40802534855902195 5389162.13338337652385235,3624784.38534827437251806 5389112.58456256426870823,3624800.28465928742662072 5389066.87916664872318506,3624820.98578691063448787 5388980.25311596319079399,3624815.12048238329589367 5388922.11777919344604015,3624870.66477992245927453 5388842.27576423063874245,3624921.96001319494098425 5388817.87002241984009743,3624929.67597432527691126 5388748.14596913754940033,3624906.57434953982010484 5388630.17737120855599642,3624926.55525411386042833 5388582.92623058427125216,3624936.22332669701427221 5388515.71383453067392111,3624923.23364924779161811 5388455.22546289954334497,3624884.82780777243897319 5388426.12876016087830067,3624817.81030582450330257 5388410.64525629952549934,3624768.01696398947387934 5388420.30092217121273279,3624734.82435766328126192 5388486.97239525709301233,3624721.21987876016646624 5388639.0637899124994874,3624709.20885616634041071 5388709.69278217665851116,3624664.05959042767062783 5388769.10988134518265724,3624629.84319879719987512 5388728.42645993176847696,3624578.76196418609470129 5388629.39270670432597399,3624548.44767711730673909 5388593.78741461783647537,3624508.0900913430377841 5388542.9801009763032198,3624439.88134344574064016 5388508.30937238223850727,3624355.3847555024549365 5388555.87369944527745247,3624288.525750991422683 5388564.09415915701538324,3624228.57552402513101697 5388543.86470630206167698,3624162.7723615993745625 5388498.11173293646425009,3624110.10366172902286053 5388430.38283236883580685,3624069.88616224704310298 5388375.60208439640700817,3624026.05891385395079851 5388342.98359621968120337,3623981.67265472793951631 5388338.93914151005446911,3623927.51331158122047782 5388347.40790462400764227,3623893.44337517628446221 5388377.90282508078962564,3623800.60566585557535291 5388419.10149440262466669,3623725.45206694444641471 5388425.63388440012931824,3623657.84605732653290033 5388404.30414905212819576,3623559.92615160811692476 5388347.36907914467155933,3623516.47579564992338419 5388318.50916993711143732,3623475.14481458161026239 5388334.70636173151433468,3623452.01079105958342552 5388392.27386125549674034,3623375.30939761502668262 5388426.7855210592970252,3623312.31193288089707494 5388425.55277755204588175,3623245.37141140922904015 5388370.2240898385643959,3623167.82278839265927672 5388294.68089253269135952,3622953.08065253030508757 5388124.42114215809851885,3622721.45445019192993641 5387896.81122683454304934,3622551.88631967222318053 5387718.43247486185282469,3622537.02212997991591692 5387660.12178283929824829,3622490.78556640166789293 5387569.18618801701813936,3622412.59133343631401658 5387526.6417414303869009,3622335.2191995307803154 5387442.0991669399663806,3622269.23811895959079266 5387337.77286380436271429,3622132.0450038593262434 5387243.0564062325283885,3621912.30613780859857798 5387123.71636868827044964,3621708.30037908209487796 5387639.43864218052476645,3621566.15654860623180866 5387599.60136883053928614,3621286.45652320981025696 5388366.97119810432195663,3621081.55431086104363203 5388373.87736885994672775,3621398.3819339438341558 5388716.85622390918433666,3621356.45546111278235912 5388792.40290279034525156,3621180.63826447259634733 5388779.95634782500565052,3621227.2863535089418292 5388900.9113364377990365,3621260.1688228752464056 5388958.57505096960812807,3621294.22753219306468964 5389007.25871669594198465,3621332.50154236145317554 5389045.02115151472389698,3621436.30327350087463856 5389108.07530995272099972,3621483.75329126371070743 5389137.01434781681746244,3621564.4972024830058217 5389202.61796043254435062,3621283.15650549996644258 5389317.14942620042711496,3621239.94251565961167216 5389327.30681522563099861,3621197.37594902701675892 5389355.48313393723219633,3621099.69475426711142063 5389439.59968122746795416,3621025.87453634152188897 5389480.16825253050774336,3620962.40653580939397216 5389502.93330740369856358,3620779.92292902106419206 5389524.36708679981529713,3620644.5944815375842154 5389538.72170960623770952,3620477.46307004522532225 5389542.44960761070251465,3620357.36927258409559727 5389545.09827837441116571,3620279.07811263110488653 5389558.56942309252917767,3620200.40060608787462115 5390000.18190161604434252,3620482.39312972221523523 5390107.74345210008323193,3620310.91252085473388433 5390435.49961604364216328,3620189.33213166426867247 5390820.25385244190692902,3619998.12077315989881754 5390725.4739455683156848,3619874.34356973879039288 5391171.20690327789634466,3619764.58290940104052424 5391361.1238275021314621,3619665.37078767921775579 5391574.25584395881742239,3619601.45069909887388349 5391569.00125182047486305,3619524.63005149690434337 5391864.60183465201407671,3619509.23918566945940256 5392241.43634922988712788,3619531.74871001858264208 5392317.90530845895409584,3619521.25900003826245666 5392495.76440443843603134,3619616.17881013825535774 5392450.60848467890173197,3619630.47320528142154217 5392741.9951375974342227,3619709.64842502865940332 5392734.54433690197765827,3619706.53123745508491993 5392995.57915377523750067,3619483.18144905334338546 5393009.20595763344317675,3619516.33781558834016323 5393103.89078891184180975,3619419.73114641662687063 5393235.04529962409287691,3619413.02840725518763065 5393454.05259428825229406,3619408.5933249844238162 5393598.96171411778777838,3619557.98378885444253683 5393683.92214036453515291,3619473.16013292502611876 5394030.38857104443013668,3619544.72801066562533379 5394104.81965632829815149,3619635.17830688040703535 5394134.60419278033077717,3619726.09929041005671024 5394140.38889455888420343,3619833.98104304168373346 5394097.48772579152137041,3620209.48885351000353694 5394180.88022144977003336,3620218.54783759126439691 5394382.1339753232896328,3620199.332271508872509 5394545.81945740338414907,3620089.99914284097030759 5394611.70121239311993122,3619834.13676796155050397 5394701.71930164936929941,3619724.58772403839975595 5394778.60068793874233961,3619461.43688635621219873 5394797.23638306744396687,3619204.66726933280006051 5394815.41975391563028097,3619203.07844436354935169 5394896.41933059599250555,3619310.19442264828830957 5395096.59611331019550562,3619394.08512724842876196 5395285.27425244264304638,3619456.19293817412108183 5395303.53830289281904697,3619511.09422203246504068 5395411.65640142932534218,3619597.27089268993586302 5395404.34349899739027023,3619670.97711796220391989 5395369.77553565055131912,3619717.27166796335950494 5395304.65829709451645613,3619759.86035630339756608 5395224.46260678488761187,3619835.03716011112555861 5395165.9141883309930563,3619802.74337417958304286 5395078.24741913005709648,3619944.3908805726096034 5394945.97404254600405693))	6	4	1	097735716164	09773164	097735716164	Schwenningen	Gemeinde	64	gemeinschaftsangehörig	ja	09	7	73	57	16	164	R	DE277	097735716164	09773164	2011-01-01	DEBKGDL20000E17W
POLYGON((3605836.7152429511770606 5396292.18905271496623755,3605870.71915185963734984 5396241.84124507009983063,3605884.90103818709030747 5396182.09960085339844227,3605891.29992510518059134 5396111.20071243308484554,3605895.38358681462705135 5396056.26184995379298925,3605854.62161022424697876 5395840.38308891281485558,3605828.74075264576822519 5395833.87092628609389067,3605704.41516220383346081 5395797.40876110177487135,3605635.67381414026021957 5395783.04938902240246534,3605721.83833430195227265 5395674.70922770630568266,3605744.9983431501314044 5395607.52291629929095507,3605703.80311068193987012 5395441.55325392447412014,3605468.78882182529196143 5395333.16872189659625292,3605338.97860965365543962 5395258.61846498120576143,3605295.08279851684346795 5395382.68267793022096157,3605137.10787474922835827 5395346.07426685746759176,3605112.92581165721639991 5395439.43808095995336771,3605158.23383883060887456 5395557.84703045152127743,3605144.76693122461438179 5395757.6763885049149394,3605098.06574764102697372 5395871.09585672244429588,3604944.88074751757085323 5395912.48247705120593309,3604824.54630109714344144 5395775.06321306154131889,3604783.29833957413211465 5395533.16659723781049252,3604822.99422011664137244 5395041.78003084287047386,3604612.7753708865493536 5394879.8326747277751565,3604543.14568659057840705 5394826.19161774404346943,3604752.19129887688905001 5394675.25992576312273741,3604871.05821310402825475 5394582.57077666837722063,3604972.51541406707838178 5394506.0751867163926363,3604845.39592495560646057 5394509.92179922200739384,3604902.12157756462693214 5394371.29236823506653309,3604897.77405994990840554 5394269.57219038810580969,3604860.44269812013953924 5394068.74369385279715061,3604935.80176672665402293 5394052.31759650446474552,3605133.27866766089573503 5394017.54665677342563868,3605106.55596717912703753 5393799.94726392906159163,3605089.79821078944951296 5393736.59595054015517235,3605040.23918114230036736 5393662.5948935728520155,3604987.06952041294425726 5393619.53303465805947781,3604853.9828751808963716 5393570.8947987537831068,3604824.08296709833666682 5393565.3038416551426053,3604784.868250981438905 5393575.53460525814443827,3604737.33866222761571407 5393601.60678871627897024,3604707.76870953151956201 5393630.03360542841255665,3604660.35225930763408542 5393701.12295761704444885,3604605.56168742896988988 5393791.07329029869288206,3604591.70035708555951715 5393783.79773600213229656,3604479.73099497007206082 5393729.57335189264267683,3604396.09529370255768299 5393658.90181247610598803,3604277.07256409665569663 5393556.5224584462121129,3604355.16266123158857226 5393401.00991900637745857,3604090.64096196042373776 5393270.75439327768981457,3604005.03998308582231402 5393249.0603373721241951,3603834.79866932379081845 5393207.69170749932527542,3603839.40946108754724264 5393176.77246206719428301,3603850.10401536943390965 5393090.95518581196665764,3603819.26349117839708924 5393082.34456964582204819,3603740.66229248046875 5393060.78843868710100651,3603786.75033771665766835 5392752.59656041581183672,3603906.17158153373748064 5392783.96018624678254128,3603921.58831665152683854 5392615.04126224666833878,3603931.68872667523100972 5392504.37254366092383862,3603991.70990111026912928 5392453.53890073671936989,3603969.52960226824507117 5392310.05562370736151934,3603985.66729482403025031 5392100.30632116086781025,3604037.13699223846197128 5392077.3131407480686903,3604133.45203502429649234 5391928.14921373873949051,3604234.2135562808252871 5391772.09871754422783852,3604180.79848425975069404 5391640.0043188314884901,3604135.38292973721399903 5391508.06771138776093721,3604122.28049488738179207 5391360.76302351150661707,3604137.0184686160646379 5391222.00968011375516653,3604139.22331447154283524 5391163.54604098480194807,3604281.9591447627171874 5391125.83490195870399475,3604303.96735317958518863 5391024.23657190706580877,3604333.64002154907211661 5390939.79465427715331316,3604315.51305933948606253 5390844.40773182734847069,3604403.90506089013069868 5390572.06408588029444218,3604418.75589380320161581 5390478.32751571200788021,3604410.91807470377534628 5390216.0920341620221734,3604583.88546468503773212 5390220.50026661809533834,3604582.2105530109256506 5390161.2608970170840621,3604580.34813085803762078 5390095.39201709628105164,3604742.70561629440635443 5390130.60054045356810093,3604779.59385059820488095 5390035.29765539802610874,3604872.98533166758716106 5389966.11559377796947956,3604869.9310083482414484 5389918.04065653681755066,3604692.65948352171108127 5390030.58407147880643606,3604601.69068161584436893 5389976.77588964719325304,3604571.93274465715512633 5389710.10814386978745461,3604595.98861589655280113 5389504.51929048914462328,3604534.07230422412976623 5389499.29829794261604548,3604553.06939969258382916 5389296.61100382823497057,3604405.19951625447720289 5389287.69608553871512413,3604405.23548180470243096 5389539.77313470281660557,3604004.72057808376848698 5389508.87485286127775908,3603806.44588597025722265 5389468.95699978806078434,3603636.21337701659649611 5389376.57558995578438044,3603615.90954913711175323 5389290.14963132701814175,3603676.85508570168167353 5389192.32092902809381485,3603606.09743119869381189 5389178.92299364693462849,3603549.97395659191533923 5389082.7886092746630311,3603502.41536654345691204 5389133.71038563549518585,3603454.22085435595363379 5389161.87362133432179689,3603374.27890129666775465 5389189.41107484791427851,3603310.52349034417420626 5389201.38774251472204924,3603267.88086186302825809 5389216.42707261815667152,3603225.23822885472327471 5389231.46638870891183615,3603180.86704783840104938 5389285.57711141929030418,3603097.61327106365934014 5389144.89473626390099525,3603143.3779129390604794 5389106.7851053299382329,3603113.11463456647470593 5389018.16246782243251801,3602942.44465769408270717 5388998.79388422332704067,3602948.00102628068998456 5388919.87999039329588413,3602746.41278489446267486 5388895.90065965708345175,3602596.29317584820091724 5388848.92856962513178587,3602475.19083458418026567 5388801.52809485606849194,3602540.36334580043330789 5388590.75057790707796812,3602347.79467184981331229 5388565.94843157753348351,3602337.7298929188400507 5388506.75710333418101072,3602307.44468398997560143 5388380.09908005408942699,3602165.78234894899651408 5388462.331153379753232,3602046.40440726559609175 5388428.96866995934396982,3601978.95195628702640533 5388501.6603512866422534,3601895.97397533757612109 5388550.0389244994148612,3601853.91598481079563498 5388608.16025586891919374,3601801.51848286343738437 5388673.21300285682082176,3601741.85366549156606197 5388706.0464911600574851,3601587.60602384665980935 5388767.02368636894971132,3601396.94758518598973751 5388848.28880552481859922,3601469.26572133507579565 5389644.94929973967373371,3601596.24068485666066408 5389597.43852722365409136,3601674.00041288742795587 5389763.02090310119092464,3601655.10354244895279408 5389909.69223836343735456,3601524.37087054224684834 5389894.11009270418435335,3601534.86845217971131206 5390173.40092388167977333,3601322.14242123439908028 5390156.2013530945405364,3601294.25730981212109327 5390200.66487970296293497,3601272.58859599847346544 5390234.24771186802536249,3601054.66585527453571558 5390226.94822997413575649,3601009.57326116366311908 5390890.25972231663763523,3600678.52227168716490269 5391039.77594096958637238,3600763.3122799601405859 5391102.46751056052744389,3600723.53393073985353112 5391242.72585155069828033,3600614.51656758319586515 5391292.59076569695025682,3600656.79087951499968767 5391431.46731340512633324,3600367.05722164642065763 5391514.77747853007167578,3600415.54234734643250704 5391573.65270069334656,3600405.49719063844531775 5391760.83762778248637915,3600602.16627754922956228 5391766.49323999881744385,3600614.8870175164192915 5391933.29726627189666033,3600691.64533860236406326 5391906.22793565969914198,3600764.93914388539269567 5392215.74599074386060238,3600739.58391988044604659 5392374.04578688647598028,3600743.86644630553200841 5392478.93857709225267172,3600771.50876696687191725 5392563.0830237390473485,3600877.58153753355145454 5392713.22303505148738623,3601004.19071301678195596 5392633.69539824593812227,3601124.94680504780262709 5392642.08274291269481182,3601258.60115542123094201 5392628.83974058646708727,3601454.81299804942682385 5392761.62439465150237083,3601641.49471643101423979 5393034.39352898485958576,3601721.22127808257937431 5393151.0034137787297368,3601995.5314592132344842 5393038.37693042773753405,3602014.58356224093586206 5393086.76822211872786283,3602036.61576417274773121 5393136.21864135935902596,3602132.90562500106170774 5393123.11323900241404772,3602189.23740857793018222 5393107.21893604099750519,3602226.57036461587995291 5393090.94985459931194782,3602250.34615736734122038 5393153.43886292725801468,3602409.20412181410938501 5393112.5580513384193182,3602416.24313071370124817 5393110.69624215923249722,3602408.67170065268874168 5393139.55628240387886763,3602337.68656215583905578 5393391.23816891387104988,3602334.37121397163718939 5393407.17797449603676796,3602436.05539307184517384 5393374.17230355832725763,3602435.50323880510404706 5393402.17051995079964399,3602430.15673601534217596 5393521.10382609348744154,3602391.09633575333282351 5393726.40066739078611135,3602220.04704077215865254 5393726.02748538739979267,3602206.14850121922791004 5393872.80145231820642948,3602322.47130557335913181 5393909.10730720497667789,3602512.13927287328988314 5393979.87075120117515326,3602509.18695470970124006 5394078.84516176488250494,3602462.2311417912133038 5394227.96848680358380079,3602618.67857071105390787 5394360.09736664779484272,3602616.83061375608667731 5394403.07520711794495583,3602600.89466485334560275 5394463.14813974406570196,3602582.24877019319683313 5394533.4366544121876359,3602568.15886256285011768 5394639.19407723937183619,3602570.47047823760658503 5394826.30225649476051331,3602571.93195981159806252 5394904.35725954454392195,3602653.50367632135748863 5395012.98472380265593529,3602629.83949898276478052 5395085.56769768334925175,3602549.94282819284126163 5395157.00862749572843313,3602557.19478997401893139 5395347.21593496575951576,3602570.9317537872120738 5395411.50864133331924677,3602593.72747873421758413 5395472.97907740529626608,3602600.3524004640057683 5395492.11623373813927174,3602681.32302908506244421 5395545.7313492689281702,3603093.1352069154381752 5395663.89274879451841116,3603061.69096976518630981 5395787.31494697369635105,3603180.72757730074226856 5395939.71461895760148764,3603311.46809524716809392 5396107.3504884485155344,3603374.85999253345653415 5396088.59400144033133984,3603463.04791502002626657 5396131.34767754282802343,3603536.83811017638072371 5396143.30327875353395939,3603603.64798374567180872 5396154.12782669998705387,3603720.34765846654772758 5396171.43474138528108597,3603617.2892484781332314 5396375.47366214822977781,3603665.12394990073516965 5396435.43771656975150108,3603706.72226809617131948 5396507.28297826275229454,3603753.32043624296784401 5396579.22689355630427599,3603783.93892532307654619 5396649.85531535558402538,3603990.08103478513658047 5396544.88287355005741119,3604075.01324200117960572 5396600.57682954799383879,3604131.26199599681422114 5396639.69948281720280647,3604153.65557940490543842 5396620.1340929726138711,3604585.97470103995874524 5396256.52882119547575712,3604654.06543223606422544 5396303.88748647551983595,3604856.357687515206635 5396444.92409232165664434,3604964.54207572992891073 5396336.01802037749439478,3605042.01777699822559953 5396262.51911792531609535,3605067.48996280692517757 5396239.01286742556840181,3605234.52767444308847189 5396392.35855514649301767,3605279.46183174755424261 5396447.26339466776698828,3605313.31753602903336287 5396505.95127265341579914,3605338.01587087148800492 5396572.46148269716650248,3605347.99062349693849683 5396624.67651759460568428,3605359.20186116639524698 5396664.91169583797454834,3605378.57053030282258987 5396697.30486054345965385,3605386.4323172508738935 5396704.46232495177537203,3605423.78083645738661289 5396738.21028343588113785,3605466.38540089083835483 5396759.05724470596760511,3605551.40330498944967985 5396556.66083067841827869,3605610.2292118864133954 5396515.80551857780665159,3605727.88094725785776973 5396434.09482190664857626,3605836.7152429511770606 5396292.18905271496623755))	6	4	1	097735715186	09773186	097735715186	Ziertheim	Gemeinde	64	gemeinschaftsangehörig	ja	09	7	73	57	15	186	R	DE277	097735715186	09773186	1989-01-01	DEBKGDL20000DYGW
